Lung'Ie (Principense),Portugues,Tipo,Uso IA
cécia-de-São-Tomé,sesa-Santome           T06    cinquenta num. xinkwenta                    C17,Vocabulario,Dicionário
cécia-do-Príncipe,sesa-Ie                T06    classe n. kaaxi                             C10,Vocabulario,Dicionário
clima,kiima                                C07    comemoração n. kômêmôrasan,Vocabulario,Dicionário
coador,kwadô                               C14    come-morre (Scorpaena laevis),Vocabulario,Dicionário
coar,kwaa                                  C08    n. kume-mwê,Vocabulario,Dicionário
coaxar,batê ubuka                          T10    comer 1. expr. pasa ubuka; 2. v. kume,Vocabulario,Dicionário
cobra,kobo                                 C06    comerciante n. komexyantxi,Vocabulario,Dicionário
comida,kumê                                     C04,Vocabulario,Dicionário
comigo,ku ami                                L03,Vocabulario,Dicionário
Dieffenbachia,kobo-ufya                         C06             seguine) n. kosa-kosa,Vocabulario,Dicionário
codorniz,kôdôni                            T06    3. pro. modi,Vocabulario,Dicionário
coelho,kwêlhu                              T07    Companhia top. Kompanhya,Vocabulario,Dicionário
compor,ruma                                     C14,Vocabulario,Dicionário
comprar,kopa                                    C02,Vocabulario,Dicionário
concha de coco,nwese                            C14,Vocabulario,Dicionário
confirmação,keletu                              C12,Vocabulario,Dicionário
coisa,kwa                                  L03,Vocabulario,Dicionário
confirmar,da keletu                          T10,Vocabulario,Dicionário
cola,kola                                  C02,Vocabulario,Dicionário
confraria,konfarya                              C03,Vocabulario,Dicionário
confusão,pega ufôgu                          T16,Vocabulario,Dicionário
colher,kwe                                 C14,Vocabulario,Dicionário
conhecer,konsê                                  C11,Vocabulario,Dicionário
conjunto musical,kunjuntu                       C09,Vocabulario,Dicionário
conseguir,kunxigi                               C11,Vocabulario,Dicionário
com o passar dos dias,dya dya            T11   construção n. kunxtusan                            C14,Vocabulario,Dicionário
com o peito cheio,fumadu na upêtu  C16         contabilizar expr. fêzê konta,Vocabulario,Dicionário
combinar,kumbina                           A03    contar v. konta,Vocabulario,Dicionário
começando,komesandu                        C03    contar mentiras expr. bii mintxya,Vocabulario,Dicionário
contar um segredo,sopa urya                  T17,Vocabulario,Dicionário
contigo,ku atxi                              L03,Vocabulario,Dicionário
começar a chorar,bii gô                    T10,Vocabulario,Dicionário
continente,kontxinentxi                         C17,Vocabulario,Dicionário
continuar,xigi                                  C10,Vocabulario,Dicionário
meçar a construir uma casa,rema kaxi                               T16    contrair dívidas expr. pwe divida,Vocabulario,Dicionário
começar a gritar,ruma kidarê            T17    convalescer expr. da kô dêsê,Vocabulario,Dicionário
começar a trabalhar,bii xiivisu         T10    convencer v. konvêsê                               T0,Vocabulario,Dicionário
êsê              cozimento,kuxida                         E08,Vocabulario,Dicionário
cozinha,kuxan                            C02,Vocabulario,Dicionário
convite,kunvitxi                            C03     cozinhar v. kuxi,Vocabulario,Dicionário
copiar,kopya                                T04     cozinhar na água v. byê,Vocabulario,Dicionário
coqueiro,upa-kukundya                        T15    cozinheiro n. kunjêw,Vocabulario,Dicionário
cor,kô                                       C13    crequetché n. makpalu,Vocabulario,Dicionário
coração,kosan                                T05    crescer n. wô,Vocabulario,Dicionário
cristão,kixtan                           C11,Vocabulario,Dicionário
cruz,kuuzu                               C05,Vocabulario,Dicionário
corda,kwaa                                   T02,Vocabulario,Dicionário
Cuba,Kuba                              C10,Vocabulario,Dicionário
culpar,kuupa                             T04,Vocabulario,Dicionário
cultura,kutwa                            C11,Vocabulario,Dicionário
cultural,kuturali                      C09,Vocabulario,Dicionário
corneta,koneeta                             C03     cumprimentar 1. expr. da uman;,Vocabulario,Dicionário
corpo,igbê                                   L15,Vocabulario,Dicionário
curar-se,yogo                            L15,Vocabulario,Dicionário
correr,kwê                                   L03,Vocabulario,Dicionário
curativo,kuratxivu                       L15,Vocabulario,Dicionário
correr atrás de,kwê taaxi                 T14,Vocabulario,Dicionário
correr com,kwê ki                         T14,Vocabulario,Dicionário
curto,kuutu                            C08,Vocabulario,Dicionário
orrer para dentro de cassa,kwê lenta                                 T14    cuspir v. kupi,Vocabulario,Dicionário
cortado,kootadu                           C08     custar v. kuxta,Vocabulario,Dicionário
custo,pesu                               C08,Vocabulario,Dicionário
dama-da-noite,roza-bilanza               T09,Vocabulario,Dicionário
cortar peixe ao meio,kala pêxi            T14    dança 1. n. bayu; 2. n. uvungu              L03,Vocabulario,Dicionário
corte,kotada                                C05     dançar v. baya,Vocabulario,Dicionário
ta de                  dar,da                                   L01,Vocabulario,Dicionário
São Lourenço,kôôtê                           C11,Vocabulario,Dicionário
dar batidas na cabeça,da kôkô         T10,Vocabulario,Dicionário
dar cambalhota,da ka fini             T10,Vocabulario,Dicionário
corvina,kuvina                               T07,Vocabulario,Dicionário
dar cambalhotas,kaani vya             T14,Vocabulario,Dicionário
costas,taaxi                                 T05,Vocabulario,Dicionário
dar certeza,da keletu                 T10,Vocabulario,Dicionário
costela,mbasa                                T05,Vocabulario,Dicionário
dar confiança,da kunfyansa            T10,Vocabulario,Dicionário
cotovelo,kusukusu-uman                       T05,Vocabulario,Dicionário
dar dinheiro,mwa uman                 T16,Vocabulario,Dicionário
coveiro,kôvêw                                C14,Vocabulario,Dicionário
coxa,kôsô                                    T05    2. expr. kadyadu da vese,Vocabulario,Dicionário
cozido,febentadu                          C08     dar risadas expr. bii idintxi,Vocabulario,Dicionário
dar tiro,sopa pingada                T17    desde 1. prep. dina; 2. prep. tandu,Vocabulario,Dicionário
dar trabalho,tê tabwe                T17    desejar v. deeja,Vocabulario,Dicionário
dar vista,da uê                      T11    desmaiar expr. pêêdê xintxidu,Vocabulario,Dicionário
dar vivas a,da viva                  T11    desmanchando adj. leke,Vocabulario,Dicionário
de fato,na sêbê                      T16    Deus n. dêsu,Vocabulario,Dicionário
de manhã,pemya                        L03    dever v. dêvê,Vocabulario,Dicionário
de mãos vazias,uman dudi             T17    deveria v. divya,Vocabulario,Dicionário
de que,dêkê                          C07    dez num. dexi,Vocabulario,Dicionário
de repente,di rêpentê                T11    dezembro n. dezembu,Vocabulario,Dicionário
de uma só vez,baa ?a                  C14    dezenove num. dizanovi,Vocabulario,Dicionário
décimo,deximu                         C10    dezesseis num. dizasêy,Vocabulario,Dicionário
dedão,udedu-gaani                       T05    dezessete num. dizasetxi,Vocabulario,Dicionário
dedo,udedu                              T05    dezoito num. dizawêtu,Vocabulario,Dicionário
dedo do pé,udedu-ope                    T05    dia n. dya,Vocabulario,Dicionário
dedo médio,udedu-metedi                 T05    diálogo n. dyalogo,Vocabulario,Dicionário
diante,dyentxi                                 C01,Vocabulario,Dicionário
difamar,rêgê fasu-fasu                        T16,Vocabulario,Dicionário
defender uma causa,kubi upa          T14,Vocabulario,Dicionário
diferente,difêrentxi                           L04,Vocabulario,Dicionário
defumado,fumadu                       L15,Vocabulario,Dicionário
dinheiro,dyô                                     C15,Vocabulario,Dicionário
direito,dêêtu                                  L06,Vocabulario,Dicionário
democrático,demokaatiku               C17,Vocabulario,Dicionário
direto,bôbô                                    L13,Vocabulario,Dicionário
dendê,adi                              C08,Vocabulario,Dicionário
discurso,dixkusu                                 C04,Vocabulario,Dicionário
dente,idintxi                           T05,Vocabulario,Dicionário
discutir,txya d’ubuka                         T17,Vocabulario,Dicionário
dentro,udêntu                         C12,Vocabulario,Dicionário
dividido,divididu                              L10,Vocabulario,Dicionário
depois,dêpôji                         L10,Vocabulario,Dicionário
Moeda de STP,doba                         L02,Vocabulario,Dicionário
depois de amanhã,aman-pasa            T03,Vocabulario,Dicionário
doce,doxi                                      L02,Vocabulario,Dicionário
deputado,dêputadu                       C14,Vocabulario,Dicionário
documento,bilêtê                                 L17,Vocabulario,Dicionário
derramar,boka                           T04,Vocabulario,Dicionário
doente,dwintxi                                 L05,Vocabulario,Dicionário
derrubar,duuba                          C15,Vocabulario,Dicionário
doer,dwa                                         L15,Vocabulario,Dicionário
desaparecer,xemi                         L11,Vocabulario,Dicionário
dois,dôsu                                      L02,Vocabulario,Dicionário
descascar,txya ukpaka                T17,Vocabulario,Dicionário
descendente,desendentxi                 C04    2. n. dya-dimingu,Vocabulario,Dicionário
descer,dêsê                             C15    dor n. dô,Vocabulario,Dicionário
desculpe-me,pooda mi                 T16    dormir v. diimi,Vocabulario,Dicionário
doze,dôzê                             L07    enraivecer-se expr. bii idintxi,Vocabulario,Dicionário
duro,rizu                             L10    ensinar v. xina,Vocabulario,Dicionário
duzentos,"duzentu                      C17    então 1. adv. dinixi; 2. conj. so     L15, A",Vocabulario,Dicionário
entediado,bôsêdu                     L13,Vocabulario,Dicionário
entender,tendê                         L04,Vocabulario,Dicionário
eclipse,klipixi                         C12    enterrar expr. pwê n’ubaaku,Vocabulario,Dicionário
editar,gba                              C16    entrar v. lenta,Vocabulario,Dicionário
eletricista,lêtxixixta                  C14    entrar em transe 1. expr. tama jambi; 2. expr,Vocabulario,Dicionário
entre,entê                          C01,Vocabulario,Dicionário
em abundância,rompê                   C08,Vocabulario,Dicionário
entre pessoas próximas,na salasa  C01,Vocabulario,Dicionário
envergonhar,fê vogyan               T11,Vocabulario,Dicionário
embaixo,ubasu                         L06,Vocabulario,Dicionário
época,munsan                           C10,Vocabulario,Dicionário
época colonial,tempu rôpê           C15,Vocabulario,Dicionário
embriagar-se,kume awa                T14,Vocabulario,Dicionário
emendar,menda                           T04,Vocabulario,Dicionário
empregado,nengu                         L15,Vocabulario,Dicionário
emprestar,pesa                          L14    n. môsan                                  T,Vocabulario,Dicionário
empurrar,bi                             T04    erva-de-colégio (Elephantopus,Vocabulario,Dicionário
encanador,kanalizadô                    C14,Vocabulario,Dicionário
